Difficulty,Distance,elevation_gain,route_type,hiking,views,nature trips,walking,birding,wild flowers,forest,wildlife,trail running,dogs on leash,kid friendly,mountain biking,lake,dog friendly,river,horseback riding,no dogs,camping,snowshoeing,backpacking,waterfall,fishing,off road driving,cross country skiing,scenic driving,rock climbing,road biking,wheelchair friendly,skiing,historic site,cave,city walk,paddle sports,hot springs,rails trails,beach
MODERATE,9.6,3779,Out & Back,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,14.3,2460,Out & Back,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
EASY,6.2,1925,Out & Back,yes,yes,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
MODERATE,11.4,5866,Out & Back,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,6.1,1591,Out & Back,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,2.3,236,Loop,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,8.1,1587,Out & Back,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,7.1,1791,Point to Point,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
EASY,8.1,1794,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,4.6,328,Loop,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,3.8,1138,Out & Back,yes,yes,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,16.7,826,Out & Back,yes,yes,no,no,no,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,8.4,1315,Out & Back,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,5.3,908,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,19.1,6171,Out & Back,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
EASY,1.6,19,Loop,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes
MODERATE,16.7,3192,Out & Back,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
EASY,7.1,541,Loop,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,1.5,187,Out & Back,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,2.3,236,Loop,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,15.6,4455,Out & Back,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,10.4,3106,Point to Point,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,10.4,1469,Loop,no,yes,yes,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,7.4,2214,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,2.6,475,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,4.4,456,Loop,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,4.8,2198,Out & Back,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,0.3,19,Loop,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,2.6,206,Loop,yes,yes,no,yes,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,29.1,3100,Point to Point,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,0.6,170,Loop,yes,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,0.7,124,Out & Back,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,5.3,200,Loop,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,3.8,1122,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,26.7,3277,Loop,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,5.9,1610,Out & Back,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
HARD,2.4,1446,Out & Back,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,7.5,4330,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,6.2,1259,Loop,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,1.2,49,Out & Back,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
EASY,1.6,108,Loop,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
HARD,5.1,1177,Out & Back,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,2.3,488,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,3.3,429,Loop,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,6.7,1774,Out & Back,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,6.6,1873,Loop,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,6.1,1656,Out & Back,yes,yes,no,yes,no,no,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,4.8,374,Out & Back,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,3.8,246,Loop,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,3.0,1279,Out & Back,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,5.5,1145,Out & Back,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,4.9,616,Loop,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,1.9,111,Out & Back,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,1.8,85,Loop,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,1.9,387,Out & Back,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,13.5,2785,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,11.5,2460,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,3.8,695,Out & Back,yes,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,2.7,518,Loop,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
HARD,4.8,2020,Out & Back,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
MODERATE,5.7,298,Out & Back,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,16.4,4996,Out & Back,yes,yes,no,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,7.9,131,Loop,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes
MODERATE,7.0,1482,Out & Back,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,10.8,2828,Out & Back,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,11.4,5813,Out & Back,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,12.2,3881,Out & Back,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,7.4,1870,Out & Back,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,15.2,4393,Out & Back,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no
HARD,7.8,2165,Out & Back,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,9.6,2198,Out & Back,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,2.2,98,Loop,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
MODERATE,8.8,1712,Out & Back,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,8.4,2463,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,0.3,75,Loop,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
HARD,7.9,2148,Loop,yes,yes,no,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,9.8,1916,Out & Back,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,8.8,3480,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,0.7,95,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
HARD,7.4,1965,Out & Back,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,4.2,1233,Loop,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,6.5,1489,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,5.3,170,Loop,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
MODERATE,5.0,941,Out & Back,yes,yes,no,no,no,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,14.4,2368,Out & Back,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,12.4,229,Out & Back,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
MODERATE,14.4,2562,Point to Point,no,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,6.9,2388,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,1.8,1023,Point to Point,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,12.0,1833,Out & Back,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,10.0,2421,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
MODERATE,1.5,429,Loop,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,6.0,329,Loop,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,1.1,193,Loop,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,8.9,1765,Out & Back,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,3.3,72,Out & Back,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
MODERATE,5.5,853,Loop,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,2.9,1043,Out & Back,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,10.9,2027,Loop,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,3.9,1991,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,1.8,216,Loop,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,0.9,518,Loop,yes,no,yes,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,6.8,2017,Loop,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,15.3,2687,Point to Point,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,6.3,633,Loop,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,25.1,6902,Out & Back,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,8.1,3284,Loop,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,7.5,764,Loop,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,3.9,1318,Out & Back,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,2.3,347,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,6.7,3280,Out & Back,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,15.7,2585,Out & Back,no,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
EASY,1.3,328,Loop,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,7.1,774,Out & Back,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,5.7,918,Loop,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,2.2,334,Loop,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
HARD,10.8,2683,Out & Back,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,16.6,5229,Out & Back,yes,no,no,no,no,yes,yes,no,no,yes,no,no,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
MODERATE,7.0,1089,Out & Back,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,12.5,2965,Loop,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,10.9,1548,Loop,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,2.3,52,Loop,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,8.9,2375,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,2.8,459,Out & Back,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,17.6,1833,Loop,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,6.9,1125,Loop,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
MODERATE,21.6,3684,Point to Point,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
MODERATE,6.5,1227,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,0.3,19,Out & Back,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,0.7,59,Loop,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
EASY,8.8,718,Out & Back,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,5.3,1309,Out & Back,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,15.8,5718,Out & Back,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,9.0,3933,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
MODERATE,5.0,1696,Out & Back,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
MODERATE,4.0,666,Loop,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
HARD,9.1,2467,Out & Back,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,4.2,1154,Out & Back,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,7.9,2522,Out & Back,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,9.8,2834,Out & Back,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,23.1,3723,Loop,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
